545690.914,30.8309639,120.8325131,0,-0.02,232.92
545691.014,30.8309639,120.8325131,0,-0.02,232.9
545691.114,30.8309639,120.8325131,0,-0.02,232.87
545691.214,30.8309639,120.8325132,0,-0.02,232.84
545691.314,30.8309639,120.8325132,0,-0.01,232.82
545691.414,30.8309639,120.8325132,0,-0.01,232.79
545691.514,30.8309642,120.8325133,-0.02,-0.02,232.77
545691.614,30.8309646,120.8325133,-0.02,-0.02,232.74
545691.714,30.830965,120.8325134,-0.02,0,232.72
545691.814,30.8309653,120.8325135,-0.02,0,232.69
545691.914,30.8309656,120.8325136,-0.02,0.01,232.67
545692.014,30.8309658,120.8325136,-0.02,0.01,232.64
545692.114,30.8309661,120.8325137,-0.02,0.02,232.62
545692.214,30.8309663,120.8325137,-0.03,0.02,232.59
545692.314,30.8309666,120.8325137,-0.03,0.02,232.57
545692.414,30.8309668,120.8325138,-0.03,0.02,232.54
545692.514,30.8309672,120.8325139,0,0,232.52
545692.614,30.8309675,120.832514,0,0,232.49
545692.714,30.8309679,120.8325142,0,0,232.47
545692.814,30.8309683,120.8325143,0,0,232.44
545692.914,30.8309685,120.8325144,-0.01,-0.01,232.42
545693.014,30.8309688,120.8325145,-0.01,-0.01,232.39
545693.114,30.830969,120.8325146,-0.01,-0.01,232.37
545693.214,30.8309692,120.8325146,-0.01,-0.01,232.34
545693.314,30.8309695,120.8325147,-0.01,-0.01,232.32
545693.414,30.8309697,120.8325148,-0.01,-0.01,232.29
545693.514,30.8309698,120.8325148,-0.02,0,232.27
545693.614,30.8309699,120.8325149,-0.02,0,232.24
545693.714,30.83097,120.8325149,0.01,0.01,232.21
545693.814,30.8309701,120.8325149,0.01,0.01,232.19
545693.914,30.8309701,120.832515,0.01,0.01,232.16
545694.014,30.8309702,120.832515,0.01,0.01,232.14
545694.114,30.8309702,120.832515,0.01,0.01,232.11
545694.214,30.8309702,120.832515,0,0.01,232.08
545694.314,30.8309703,120.832515,0,0.01,232.06
545694.414,30.8309703,120.832515,0,0.01,232.03
545694.514,30.8309704,120.832515,0,-0.01,232.01
545694.614,30.8309704,120.832515,0,-0.01,231.98
545694.714,30.8309704,120.832515,-0.01,0.03,231.96
545694.814,30.8309705,120.832515,-0.01,0.03,231.93
545694.914,30.8309705,120.8325151,0,0.02,231.91
545695.014,30.8309705,120.8325151,0,0.02,231.89
545695.114,30.8309706,120.8325151,0,0.02,231.87
545695.214,30.8309706,120.8325151,0,0.01,231.85
545695.314,30.8309705,120.8325151,0,-0.02,231.82
545695.414,30.8309704,120.8325152,0,-0.02,231.8
545695.514,30.8309704,120.8325152,0,0,231.78
545695.614,30.8309703,120.8325152,0,0,231.76
545695.714,30.8309704,120.8325153,0.01,-0.02,231.74
545695.814,30.8309704,120.8325154,0.01,-0.02,231.72
545695.914,30.8309704,120.8325154,0,0.02,231.69
545696.014,30.8309705,120.8325154,0,0.02,231.67
545696.114,30.8309705,120.8325155,0,0.02,231.65
545696.214,30.8309705,120.8325155,0,0.02,231.63
545696.314,30.8309705,120.8325156,0,0.02,231.61
545696.414,30.8309706,120.8325156,0,0.02,231.59
545696.514,30.8309704,120.8325154,0,0.01,231.57
545696.614,30.8309702,120.8325152,0,0.01,231.55
545696.714,30.8309701,120.8325151,-0.01,0,231.52
545696.814,30.83097,120.8325149,-0.01,0,231.5
545696.914,30.8309699,120.8325148,-0.01,0,231.48
545697.014,30.8309698,120.8325146,-0.01,0,231.46
545697.114,30.8309697,120.8325145,-0.01,0,231.44
545697.214,30.8309696,120.8325144,-0.01,0,231.42
545697.314,30.8309695,120.8325142,-0.01,0,231.4
545697.414,30.8309694,120.8325141,-0.01,0,231.37
545697.514,30.8309694,120.8325141,0.01,0.01,231.35
545697.614,30.8309694,120.832514,0.01,0.01,231.33
545697.714,30.8309695,120.832514,0,-0.01,231.31
545697.814,30.8309695,120.832514,0,0,231.29
545697.914,30.8309696,120.832514,0,0,231.27
545698.014,30.8309696,120.832514,0,0,231.25
545698.114,30.8309696,120.832514,0,0,231.23
545698.214,30.8309697,120.832514,0,0,231.2
545698.314,30.8309697,120.832514,0,0,231.18
545698.414,30.8309697,120.832514,0,0,231.16
545698.514,30.8309698,120.832514,-0.01,-0.02,231.13
545698.614,30.8309698,120.8325141,-0.01,-0.02,231.11
545698.714,30.8309699,120.8325141,0.01,0.02,231.09
545698.814,30.8309699,120.8325141,0.01,0.02,231.06
545698.914,30.83097,120.8325141,-0.01,0.02,231.04
545699.014,30.83097,120.8325141,-0.01,0.02,231.01
545699.114,30.83097,120.8325141,-0.01,0.02,230.99
545699.214,30.8309701,120.8325141,-0.01,0.02,230.97
545699.314,30.8309701,120.8325141,-0.01,0.02,230.94
545699.414,30.8309701,120.8325141,-0.01,0.02,230.91
545699.514,30.8309702,120.8325141,0,0,230.89
545699.614,30.8309702,120.8325141,0,0,230.86
545699.714,30.8309702,120.8325141,0.01,-0.02,230.83
545699.814,30.8309703,120.8325141,0.01,-0.01,230.81
545699.914,30.8309703,120.8325141,0,0.02,230.78
545700.014,30.8309703,120.8325141,0,0.02,230.76
545700.114,30.8309704,120.8325141,0,0.02,230.73
545700.214,30.8309704,120.8325141,0,-0.01,230.71
545700.314,30.8309704,120.8325142,0,-0.02,230.68
545700.414,30.8309704,120.8325142,0,-0.02,230.66
545700.514,30.8309704,120.8325142,0.01,-0.02,230.63
545700.614,30.8309704,120.8325142,0.01,-0.02,230.61
545700.714,30.8309704,120.8325143,0,0.03,230.59
545700.814,30.8309704,120.8325143,0,0.03,230.56
545700.914,30.8309704,120.8325143,0.01,-0.01,230.54
