0,0,0,0,0,512,512,512,0,0.00,$BDFPD,0,945.497,0.00000,0.65882,-0.27804,0.0000000,0.0000000,0.000,0.0000,0.0000,0.0000,0,0,0,0*5f
0,0,0,0,0,512,512,512,0,0.00,$BDFPD,0,945.697,0.00000,0.65890,-0.27833,0.0000000,0.0000000,0.000,0.0000,0.0000,0.0000,0,0,0,0*5a
0,0,0,0,0,512,512,512,0,0.00,$BDFPD,0,945.897,0.00000,0.65812,-0.27888,0.0000000,0.0000000,0.000,0.0000,0.0000,0.0000,0,0,0,0*5e
0,0,0,0,0,512,512,512,0,0.00,$BDFPD,0,946.097,0.00000,0.65840,-0.27738,0.0000000,0.0000000,0.000,0.0000,0.0000,0.0000,0,0,0,0*56
0,0,0,0,0,512,512,512,0,0.00,$BDFPD,0,946.297,0.00000,0.65782,-0.27724,0.0000000,0.0000000,0.000,0.0000,0.0000,0.0000,0,0,0,0*58
0,0,0,0,0,512,512,512,0,0.00,$BDFPD,0,946.497,0.00000,0.65825,-0.27673,0.0000000,0.0000000,0.000,0.0000,0.0000,0.0000,0,0,0,0*5f
0,0,0,0,0,512,512,512,0,0.00,$BDFPD,0,946.697,0.00000,0.65796,-0.27713,0.0000000,0.0000000,0.000,0.0000,0.0000,0.0000,0,0,0,0*5d
0,0,0,0,0,512,512,512,0,0.00,$BDFPD,0,946.897,0.00000,0.65769,-0.27704,0.0000000,0.0000000,0.000,0.0000,0.0000,0.0000,0,0,0,0*55
0,0,0,0,0,512,512,512,0,0.00,$BDFPD,0,947.097,0.00000,0.65748,-0.27747,0.0000000,0.0000000,0.000,0.0000,0.0000,0.0000,0,0,0,0*58
0,0,0,0,0,512,512,512,0,0.00,$BDFPD,0,947.297,0.00000,0.65755,-0.27745,0.0000000,0.0000000,0.000,0.0000,0.0000,0.0000,0,0,0,0*54
0,0,0,0,0,512,512,512,0,0.00,$BDFPD,0,947.497,0.00000,0.65650,-0.27752,0.0000000,0.0000000,0.000,0.0000,0.0000,0.0000,0,0,0,0*50
